"","title","geo_accession","status","submission_date","last_update_date","type","channel_count","source_name_ch1","organism_ch1","characteristics_ch1","characteristics_ch1.1","treatment_protocol_ch1","growth_protocol_ch1","molecule_ch1","extract_protocol_ch1","label_ch1","label_protocol_ch1","taxid_ch1","hyb_protocol","scan_protocol","data_processing","platform_id","contact_name","contact_email","contact_laboratory","contact_department","contact_institute","contact_address","contact_city","contact_zip/postal_code","contact_country","supplementary_file","data_row_count","cluster (1, 2, 3, 4):ch1","tissue:ch1"
"GSM4046246","3BMB_84","GSM4046246","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 2","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046246/suppl/GSM4046246_3BMB_84.CEL.gz","49495","2","lung"
"GSM4046247","3BMB_52","GSM4046247","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046247/suppl/GSM4046247_3BMB_52.CEL.gz","49495","1","lung"
"GSM4046248","3BMB_24","GSM4046248","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046248/suppl/GSM4046248_3BMB_24.CEL.gz","49495","1","lung"
"GSM4046249","3BMB_85","GSM4046249","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046249/suppl/GSM4046249_3BMB_85.CEL.gz","49495","1","lung"
"GSM4046250","3BMB_22","GSM4046250","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046250/suppl/GSM4046250_3BMB_22.CEL.gz","49495","1","lung"
"GSM4046251","3BMB_142","GSM4046251","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046251/suppl/GSM4046251_3BMB_142.CEL.gz","49495","1","lung"
"GSM4046252","3BMB_138","GSM4046252","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046252/suppl/GSM4046252_3BMB_138.CEL.gz","49495","1","lung"
"GSM4046253","3BMB_1","GSM4046253","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046253/suppl/GSM4046253_3BMB_1.CEL.gz","49495","1","lung"
"GSM4046254","3BMB_105","GSM4046254","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046254/suppl/GSM4046254_3BMB_105.CEL.gz","49495","1","lung"
"GSM4046255","3BMB_172","GSM4046255","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046255/suppl/GSM4046255_3BMB_172.CEL.gz","49495","1","lung"
"GSM4046256","3BMB_133","GSM4046256","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046256/suppl/GSM4046256_3BMB_133.CEL.gz","49495","1","lung"
"GSM4046257","3BMB_25","GSM4046257","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046257/suppl/GSM4046257_3BMB_25.CEL.gz","49495","1","lung"
"GSM4046258","3BMB_21","GSM4046258","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 3","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046258/suppl/GSM4046258_3BMB_21.CEL.gz","49495","3","lung"
"GSM4046259","3BMB_119","GSM4046259","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046259/suppl/GSM4046259_3BMB_119.CEL.gz","49495","1","lung"
"GSM4046260","3BMB_80","GSM4046260","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046260/suppl/GSM4046260_3BMB_80.CEL.gz","49495","1","lung"
"GSM4046261","3BMB_161","GSM4046261","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 2","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046261/suppl/GSM4046261_3BMB_161.CEL.gz","49495","2","lung"
"GSM4046262","3BMB_6","GSM4046262","Public on Nov 19 2019","Aug 26 2019","Nov 19 2019","RNA","1","lung biopsy","Homo sapiens","cluster (1, 2, 3, 4): 1","tissue: lung","The immunosuppressive treatment of the patients before the biopsy was based on individual treatment regiments; the treatment after the biopsy was adjusted based on the histopathological diagnosis.","All human lung biopsies taken for clinical indication during the period specified above were included. Tissue was immediately placed in RNA later.","total RNA","Tissue was homogenization in 0.5ml of Trizol reagent (Invitrogen, Carlsbad, CA) and total RNA was extracted and purified using the Rneasy Micro Kit (Quiagen, Ontario, Canada) (average yield 8µg/core, (RNA integrity number >7).","biotin","Total RNA (0.5µg) was labeled using GeneChip 3` IVT Express Labeling kit. Quality of labeled aRNA was assessed on an Agilent 2100 Bioanalyzer (Agilent, Palo Alto, CA) before hybridization to GeneChip® PrimeView™ Human Gene Expression Array   ","9606","(Affymetrix, Santa Clara, CA).  Amplified RNA (10ug) was hybridized for 16 hr at 45C on  GeneChip® PrimeView™ Human Gene Expression Array . GeneChips were washed and stained in the Affymetrix Fluidics Station 450.","GeneChips were scanned using Gene Array Scanner 3000 7G (Affymetrix) and processed with GeneChip® Command Console® Software (AGCC)(Affymetrix).","Microarray data files were preprocessed using robust multi-chip averaging (RMA) implemented in Bioconductor.","GPL16043","Jessica,,Chang","jjchang@ualberta.ca","ATAGC","Medicine","University of Alberta","250 Heritage Medical Research Centre","Edmonton","T6G 2S2","Canada","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM4046nnn/GSM4046262/suppl/GSM4046262_3BMB_6.CEL.gz","49495","1","lung"
